sqft_living,grade,sqft_above,sqft_living15,bathrooms,price
1470,7,1470,1590,1.75,212000.0
1840,8,1840,1920,1.75,265000.0
1860,6,1300,1550,1.75,400000.0
1940,8,1940,1940,2.5,311500.0
4420,11,4420,3020,3.5,2328000.0
800,6,800,880,1.0,225000.0
3700,11,2620,3480,2.5,1250000.0
1400,7,1400,1460,1.0,380000.0
2250,8,2250,2190,2.5,600000.0
2230,9,2230,2390,2.25,600000.0
1950,7,1950,1620,2.5,315000.0
2550,9,2550,1570,1.0,847000.0
2750,10,2750,3370,2.5,730000.0
2290,8,2290,2300,2.0,1058000.0
2350,9,2350,3360,2.25,1620000.0
1720,6,860,1680,1.75,664000.0
2810,9,2810,2790,3.0,454450.0
940,7,940,1380,1.0,341000.0
1190,7,1190,1190,1.0,276693.0
1390,7,1390,1200,1.0,185000.0
1660,7,1660,1740,2.5,160000.0
1920,8,1920,1940,2.5,270000.0
1460,7,1460,1610,1.5,300000.0
1370,7,1370,1450,1.5,264950.0
1050,6,840,1310,1.0,209950.0
3360,9,3360,1810,2.5,850000.0
3160,9,3160,2970,2.5,645000.0
2480,9,2480,3160,2.25,855000.0
2720,10,2720,3270,1.5,632500.0
2070,8,2070,1670,2.5,289950.0
2170,8,2170,3020,1.75,850000.0
3260,9,3260,3260,2.75,565000.0
2250,8,2250,2940,2.5,792000.0
1950,7,1200,1760,2.25,260000.0
2220,7,2220,1600,2.0,585000.0
1330,7,1000,1320,1.75,295500.0
1190,7,1190,1480,2.0,329000.0
2770,8,1570,2340,1.75,750000.0
2310,9,2310,1980,2.5,495000.0
1580,8,1330,2480,1.75,672500.0
2800,10,1910,2450,3.25,1307000.0
1500,7,1500,1700,2.5,405000.0
2140,7,1070,1930,1.75,620000.0
2330,8,1450,2330,2.25,615000.0
3830,9,2440,2500,2.25,887000.0
4510,8,3270,2010,2.75,1057000.0
2160,8,1660,2430,1.75,753000.0
3170,10,2230,3170,2.25,1600000.0
5550,12,3350,2980,3.5,3710000.0
1520,7,1520,1570,1.5,365000.0
3410,10,3410,2490,2.75,870000.0
1830,7,1830,1830,2.5,321000.0
1550,7,1550,1700,2.5,280000.0
1520,7,1520,1610,2.5,288000.0
1240,7,620,1560,2.0,248500.0
2380,7,2380,1230,2.5,330000.0
2720,9,1830,2920,3.5,740000.0
2210,8,2210,2430,2.5,445000.0
1050,6,1050,990,1.0,198500.0
1940,7,1940,1710,2.5,280000.0
1420,7,1420,1150,2.25,336500.0
1690,7,1690,1580,2.5,267000.0
1160,7,1160,1160,1.0,315000.0
2040,8,2040,2050,2.5,545000.0
1840,8,1840,1910,1.75,274950.0
1440,7,1210,1970,1.0,500000.0
1390,7,1390,1440,1.0,299000.0
1470,8,1160,1470,2.5,420000.0
1776,8,1604,1780,2.5,620000.0
1640,7,1180,1620,2.25,575950.0
2860,9,2860,2790,2.5,666500.0
1740,7,1020,1740,1.5,180000.0
1390,7,1390,1810,1.75,261350.0
2730,9,1660,1720,3.5,1030000.0
1435,8,1435,2030,1.75,390000.0
1640,7,1090,1550,1.0,253500.0
2630,8,2630,2680,2.5,625000.0
1580,7,1580,1320,2.5,255000.0
1740,8,1740,2030,2.5,257000.0
1900,7,1100,1650,1.75,869000.0
3130,10,3130,3130,2.5,745000.0
3500,10,3500,2630,3.5,1350000.0
2130,7,1090,1590,1.75,350000.0
950,8,950,1230,2.5,475000.0
1720,8,1720,1890,2.5,540000.0
830,7,830,1030,1.0,175000.0
660,4,660,850,0.75,100000.0
2590,8,2310,2360,1.0,890000.0
1600,7,1600,1700,2.5,280000.0
4390,10,3320,3850,4.25,1050000.0
3560,10,3560,3420,2.5,486000.0
2860,8,2860,1670,2.5,670000.0
1640,8,1640,1870,2.5,480000.0
1500,6,1060,1740,1.75,440000.0
3990,9,2870,3640,3.25,1500000.0
2610,10,2610,2870,2.5,743700.0
1470,7,1470,1700,1.75,449950.0
700,7,700,2300,1.0,367000.0
3960,11,3960,3870,3.25,1185000.0
900,6,900,1220,1.0,201000.0
2010,7,2010,1540,1.75,575000.0
1940,7,1420,1810,2.5,295000.0
1510,6,1510,1040,1.0,190000.0
2020,8,1350,1160,3.0,742500.0
4430,9,3000,2730,3.5,875000.0
4010,11,3150,3530,3.5,1387000.0
3070,8,3070,1880,2.25,600000.0
1460,7,1460,1460,1.5,207000.0
3260,9,3260,3180,2.75,650000.0
830,6,830,1310,1.0,275000.0
2390,9,2150,2800,2.5,1200000.0
1130,6,1130,1270,2.0,262500.0
1120,7,1120,1470,1.0,399000.0
1410,7,1410,1410,1.5,139000.0
1750,7,1750,1750,2.5,575000.0
1040,7,1040,1890,1.0,580000.0
1630,7,1630,1630,2.25,468000.0
1380,7,940,1240,1.0,230000.0
3680,10,3680,3200,4.0,675000.0
1250,7,1250,1640,1.0,318000.0
2660,8,1980,2220,3.5,332100.0
620,6,620,1050,1.0,175000.0
2600,8,2600,3150,2.25,817000.0
2150,8,2150,1590,3.0,1200000.0
1470,7,1070,1440,1.75,525000.0
1380,6,1380,860,1.0,189000.0
1680,9,1120,1610,2.5,629950.0
1000,7,1000,1090,1.0,641500.0
1630,7,1230,1550,2.25,490000.0
1790,7,1360,1910,1.75,415000.0
890,6,890,990,1.0,250000.0
1290,7,820,2130,1.5,781000.0
2420,7,1400,2120,2.25,400000.0
3680,10,2890,1580,3.0,935000.0
3020,9,1600,2500,2.5,575000.0
4240,10,4240,3390,3.25,1660000.0
3130,8,1580,1900,2.75,302300.0
900,7,900,1230,1.0,355000.0
2880,9,1710,2920,2.25,1538000.0
2390,8,2390,2390,1.75,926250.0
1450,7,1050,1380,1.75,300000.0
1070,7,1070,1700,1.75,361500.0
1740,8,1740,1930,1.5,616000.0
1210,8,1210,1700,1.75,395000.0
2100,7,2100,1300,1.5,245000.0
1060,6,1060,1060,1.0,206000.0
3280,9,2190,1570,2.5,706000.0
1660,7,1660,1640,1.5,578000.0
3070,8,3070,2760,3.0,341950.0
1150,7,1150,1550,1.0,305000.0
1710,7,1590,1710,2.75,575000.0
1180,6,1180,1410,1.0,330000.0
2130,7,2130,1990,2.25,445000.0
1050,7,1050,1490,1.0,333000.0
2520,8,2520,2610,2.5,598500.0
700,6,700,1320,1.0,225000.0
2640,8,2640,2460,2.5,570000.0
2330,7,1310,1930,2.0,630000.0
2830,8,2830,2300,2.25,779000.0
3720,10,3720,4210,3.5,760000.0
1890,7,1890,2350,1.75,322968.0
2910,8,2910,2420,2.5,595000.0
1300,7,1300,1540,1.0,321000.0
2770,8,2770,2720,2.25,653000.0
2520,8,1420,1700,1.75,750000.0
1340,7,1080,1960,1.0,530000.0
1060,7,960,1170,1.75,352750.0
2480,8,2480,2460,2.5,424950.0
2220,7,1230,1580,2.75,427000.0
3220,9,2420,1770,2.5,558000.0
1600,7,1600,1600,2.0,438200.0
640,6,640,1250,1.0,340000.0
3610,11,3290,2460,3.75,830005.0
3420,10,2330,2320,3.25,548000.0
1840,7,1040,1340,1.75,411715.0
2790,9,2790,2740,4.0,865000.0
5860,10,4150,5790,4.25,1750000.0
3450,10,3450,3130,3.0,688000.0
2350,8,2350,2190,2.5,399950.0
1250,6,970,1830,1.0,555000.0
2000,7,1100,1460,2.0,677000.0
2260,8,1780,2250,2.0,539000.0
1510,6,950,1460,1.75,410000.0
1800,9,1800,1800,2.25,472000.0
2420,9,1620,2650,2.5,755000.0
1750,7,1750,1430,1.75,269900.0
2660,8,2660,2650,2.5,667400.0
2640,10,2640,2650,2.25,1220000.0
1460,8,1180,1460,2.5,544000.0
1570,8,1570,1760,1.0,800000.0
1010,7,1010,1250,1.0,315000.0
1200,6,1200,1070,1.0,227000.0
4040,10,4040,3230,2.5,765000.0
1820,8,1540,1720,3.0,625000.0
5810,10,3790,3010,5.0,1875000.0
3010,9,1510,2780,2.5,822600.0
1910,8,1160,1920,2.5,515000.0
1640,7,930,1600,2.0,377000.0
1480,8,1480,2250,1.0,600000.0
2520,8,1680,2340,1.75,525300.0
2840,9,1990,2840,3.0,760000.0
840,5,840,1030,1.0,202000.0
1730,8,1730,2130,2.0,470000.0
3140,10,3140,3140,2.5,810000.0
1480,7,1080,1780,1.0,175000.0
1920,7,960,1700,1.75,440000.0
770,6,770,1110,1.0,197000.0
1010,6,1010,1010,1.0,254000.0
1460,7,1460,1910,1.0,405000.0
940,7,940,1630,1.0,416000.0
2840,9,2840,2990,2.75,779950.0
1910,7,1430,1750,2.75,200000.0
2430,9,2430,2760,2.5,658100.0
1610,7,950,1510,1.75,397000.0
2780,10,2780,3110,3.75,815000.0
1160,7,1160,1320,1.0,345000.0
1850,7,1850,1940,2.5,305500.0
2120,8,2120,1400,2.25,340000.0
2620,7,1400,2390,2.5,330000.0
2060,7,2060,2060,2.5,269000.0
1060,7,1060,1630,1.0,349950.0
1500,7,1500,1230,1.0,431000.0
2380,7,1820,2190,1.75,735000.0
3045,8,3045,3045,3.0,414000.0
1700,8,1700,1880,2.5,619500.0
1240,7,1240,1970,1.75,675000.0
1410,7,1410,1460,1.0,380500.0
880,6,880,1020,1.5,253000.0
740,5,740,1230,1.0,157500.0
2030,8,2030,1800,2.0,627000.0
2090,7,1140,1510,2.5,469500.0
920,7,920,2330,1.0,319950.0
1180,7,1180,1180,1.0,249500.0
1260,7,1260,1700,1.0,485000.0
3690,9,2070,3160,3.0,1125000.0
1700,7,1200,1900,1.75,314500.0
770,6,770,880,1.0,220000.0
2020,7,1330,1870,2.5,444950.0
2030,8,1330,2180,2.5,598000.0
2690,9,2690,2910,3.5,699850.0
1750,7,1750,1750,2.5,595000.0
3270,9,3270,2670,2.5,735000.0
2330,8,2330,2210,2.5,542500.0
1720,7,1140,1720,1.75,450000.0
2420,7,1420,1546,2.0,298500.0
710,7,710,1370,1.0,403950.0
710,6,710,850,1.0,271000.0
1510,7,1510,1170,1.0,335000.0
1610,7,1610,1950,2.25,305000.0
1880,8,1520,1500,3.0,630000.0
1220,7,860,1120,1.75,253000.0
2060,7,1070,1830,1.75,395000.0
1340,7,1140,1760,2.5,265000.0
1030,6,1030,1030,1.0,225000.0
2717,8,2717,2550,2.5,338500.0
1360,7,860,1830,1.75,300000.0
1260,6,1260,1260,1.0,255000.0
2240,7,2240,1570,3.0,337000.0
2080,8,2080,2080,2.25,324900.0
2760,8,1690,2610,2.75,821000.0
3000,8,3000,2300,2.75,500000.0
3310,8,2200,1420,3.5,885000.0
1630,7,1630,1360,2.0,360000.0
900,7,900,1960,1.0,304000.0
880,6,760,1180,1.0,376000.0
1620,7,1620,1890,1.5,425000.0
1610,8,1090,3790,1.75,1180500.0
1730,7,1730,1190,2.5,187000.0
1640,7,1540,1880,1.5,710000.0
1840,8,1370,1920,1.75,585000.0
4700,11,4700,4730,4.0,1400000.0
4500,12,3340,2540,3.5,1980000.0
1780,8,1420,1950,1.75,250000.0
3800,10,3800,3710,2.75,950000.0
2980,10,2980,2980,2.5,725000.0
2780,8,1590,2170,2.5,505000.0
560,4,560,980,1.0,90000.0
2060,7,2060,1630,2.0,400000.0
1140,8,1140,2080,1.0,407000.0
1890,7,1890,1620,1.5,651000.0
2090,7,1350,1740,2.25,485000.0
3460,8,3460,1500,2.75,460000.0
1320,7,880,1050,1.0,369000.0
1240,6,1000,2140,1.0,355000.0
810,7,810,1180,1.0,155000.0
1880,8,1880,2580,1.0,1000000.0
2680,9,2680,2580,2.5,419625.0
2040,7,2040,1710,2.0,435000.0
2180,7,1290,1960,1.75,379000.0
1870,7,1870,2380,2.25,293000.0
2310,8,1790,2230,2.75,592100.0
1120,7,1120,2530,1.75,362000.0
1340,7,1340,2090,1.0,227000.0
1260,7,1260,1890,1.75,335500.0
1200,7,1200,1910,1.75,213000.0
2400,7,2400,1880,2.5,338000.0
940,7,940,1090,1.0,163500.0
860,7,860,1130,1.0,199988.0
2390,10,1980,3720,2.25,1185000.0
3130,7,3130,3020,2.5,320000.0
3550,8,2960,2360,2.25,450000.0
1470,6,1470,1310,2.0,249900.0
910,6,910,1480,1.0,223000.0
2630,7,1470,2230,4.0,631000.0
1780,7,1060,1780,2.25,350000.0
1430,7,900,1430,1.75,279000.0
2730,7,1510,1730,2.0,310000.0
900,6,900,1240,1.0,185000.0
1740,8,1130,2000,2.5,445000.0
2905,9,2905,2900,2.5,365000.0
2230,7,1390,1420,1.5,333500.0
1680,8,1340,1850,2.25,385000.0
1240,7,1240,1240,1.5,345000.0
3230,10,2220,2330,3.0,1260000.0
2560,7,1280,1740,2.5,440000.0
2600,7,2600,2400,2.5,444500.0
1200,6,1200,1670,1.0,340000.0
1660,7,1660,1810,1.0,680000.0
1140,7,1140,1490,1.75,420000.0
3050,9,3050,2697,2.25,438500.0
800,6,800,1130,1.0,109500.0
1700,7,1200,1650,2.75,461000.0
2630,9,2630,2690,1.75,968000.0
1960,7,980,1380,1.75,355000.0
1180,7,1180,1780,1.5,249000.0
1960,7,1360,1900,2.5,256500.0
4250,11,2490,3620,2.5,1810000.0
1950,8,1950,1950,2.25,269000.0
3600,9,2720,2270,3.5,1350000.0
2060,9,1610,2930,2.25,885000.0
1640,7,1090,1500,2.0,455000.0
2730,8,2230,2190,2.5,980000.0
1530,6,1530,920,1.75,412500.0
3060,9,3060,3060,3.5,740000.0
2860,10,2130,2700,2.25,1298000.0
1030,8,1030,1020,1.5,326000.0
2460,8,2460,2460,2.5,568500.0
2500,9,2500,2500,2.5,620000.0
1830,7,1490,1300,1.75,283000.0
2820,8,1930,2820,3.25,875000.0
3750,8,2440,2170,2.25,1310000.0
2070,7,2070,2070,2.5,289950.0
1780,7,1250,1870,2.5,252500.0
2200,8,1480,2710,2.25,376000.0
3240,9,1860,3150,2.5,635700.0
2880,10,2880,3490,2.5,710000.0
1570,7,980,2420,1.75,440000.0
3180,8,1810,1950,2.5,439000.0
1310,6,1310,2970,1.5,455000.0
910,7,910,1410,1.0,225000.0
1460,7,1460,1490,1.0,250000.0
3410,9,2470,2450,3.25,585000.0
2720,7,1580,1660,1.75,685000.0
2280,8,1300,2370,2.75,420000.0
670,6,670,1220,1.0,245000.0
1480,7,1480,1450,2.0,275000.0
2330,7,1390,1570,2.0,270000.0
2170,8,1710,2170,3.0,767250.0
1760,7,1760,1190,2.0,229000.0
1240,8,1240,1200,1.0,400000.0
5210,10,4940,2590,3.25,2195000.0
2800,8,1400,1760,2.0,665000.0
2060,7,2060,2160,2.25,500000.0
2360,7,2360,1860,2.0,355500.0
2370,9,2370,2370,2.5,369000.0
720,5,720,1480,1.0,338500.0
950,7,780,1230,1.0,256000.0
1980,8,1980,2070,2.5,470000.0
2540,9,2540,2490,2.5,675000.0
2760,8,1400,2340,2.75,369950.0
2950,9,2350,2950,3.5,615000.0
3640,10,3640,3330,3.0,1200690.0
2150,8,1870,3920,1.75,950000.0
2760,8,2760,2760,2.5,799500.0
840,6,840,1610,1.0,187000.0
2890,9,2890,2570,2.25,598000.0
2060,8,1340,2320,2.25,429950.0
1700,7,1700,1810,2.25,347950.0
3560,10,3560,3660,2.5,851000.0
1210,6,1210,1320,1.0,205000.0
1590,7,1110,1880,2.25,225000.0
2620,8,1520,2760,2.25,705000.0
3190,8,3190,2480,2.5,535000.0
1450,7,1450,1450,2.0,222500.0
1270,8,1000,1270,1.5,313500.0
2730,9,2730,2700,2.25,632000.0
1840,7,1840,1280,2.0,467000.0
1970,8,1380,1970,2.25,339000.0
3200,9,3200,3020,2.75,712000.0
1060,7,1060,1570,1.0,335000.0
1740,8,1360,1130,3.25,470000.0
810,7,810,1820,1.0,367000.0
2460,7,2460,2060,2.5,440500.0
2100,7,1050,1600,1.0,305000.0
1530,7,1020,1530,1.75,635000.0
1670,8,1670,2300,2.25,1020000.0
1175,8,740,1710,2.5,342000.0
2130,8,1270,1960,2.25,283000.0
2470,8,1280,2200,2.75,430000.0
1700,7,1700,1700,2.5,245000.0
2600,8,2600,2600,2.5,355500.0
1460,7,1460,1790,1.0,395000.0
2010,8,2010,1660,2.25,324900.0
1320,7,1320,1440,1.75,660000.0
3150,10,3150,2920,2.5,570000.0
1960,8,1960,2040,2.5,552321.0
2050,8,2050,2980,1.75,1100000.0
1800,7,1800,1400,1.5,237000.0
1210,7,1210,1400,1.0,402000.0
1830,8,1830,2020,2.25,470000.0
1880,7,940,1880,1.75,395900.0
860,7,860,1420,1.75,442000.0
2890,10,2890,3170,2.75,795000.0
1390,7,1130,1790,2.0,190500.0
3340,9,3340,3230,2.75,808000.0
2040,8,2040,1890,2.5,500000.0
3010,11,3010,3330,2.75,775000.0
2110,7,1100,2020,1.75,300000.0
2110,7,1100,2020,1.75,496000.0
2510,9,2510,3400,2.5,448000.0
2770,8,1570,2310,2.25,645000.0
1120,7,1120,1490,1.75,464600.0
1530,8,1530,1310,1.0,590000.0
1800,7,1690,1570,2.5,399000.0
1030,7,1030,1510,1.0,305000.0
1210,7,1210,1520,1.75,478000.0
1090,6,1090,1870,1.0,598800.0
1790,7,1110,2270,2.25,430000.0
1550,7,1180,1450,1.5,433000.0
2400,8,1170,1690,2.75,420000.0
2470,8,2470,1470,1.75,585000.0
1170,7,1170,1430,1.0,255000.0
1120,6,1120,1120,1.0,305000.0
1040,6,1040,1310,1.0,396000.0
2460,9,2460,2390,2.5,347500.0
3690,11,3690,3370,2.5,900000.0
1960,7,1400,2010,1.75,425000.0
1920,8,1920,1920,2.5,429000.0
1670,8,1220,1630,2.25,540000.0
1340,7,890,1460,2.0,324950.0
2610,7,1980,1940,2.25,1049000.0
1540,7,1260,1540,1.75,221000.0
1640,8,1640,1750,2.0,405000.0
2100,8,2100,3070,2.5,1150000.0
1930,8,1510,1880,1.75,588000.0
1430,7,1430,1610,2.0,234950.0
2430,7,1730,2240,1.5,580000.0
2460,9,1840,2530,3.0,637000.0
2490,8,1490,1780,2.25,704000.0
880,6,880,1220,1.0,210000.0
2110,8,2110,1700,2.5,772000.0
1850,8,1850,1410,1.75,763000.0
2060,7,2060,1780,1.5,213500.0
1360,6,680,1360,1.0,255000.0
2000,8,1430,1530,2.0,423500.0
1810,8,1810,2920,1.5,520000.0
2230,8,1460,2200,2.75,550000.0
1820,9,1820,2540,2.75,795000.0
2740,8,2240,2740,3.0,495000.0
2710,9,2710,2710,2.5,455000.0
910,5,910,1160,1.0,85000.0
1980,6,1980,1360,2.0,239000.0
1040,6,1040,1000,1.0,184900.0
2810,8,1610,2400,2.25,386000.0
2000,8,2000,1790,2.5,415000.0
1530,7,1210,1960,1.0,387000.0
5110,11,5110,4110,4.0,2140000.0
3133,9,2533,3090,2.25,685000.0
2020,7,1070,1340,2.5,340000.0
750,6,750,1120,1.0,422000.0
1980,8,1980,2610,2.5,442000.0
1200,6,920,1280,1.0,280000.0
3580,9,3580,2710,2.5,1150000.0
2010,7,2010,1550,2.5,279000.0
1730,7,1060,1360,2.0,569000.0
5960,10,4770,2810,3.5,1355000.0
860,7,860,1250,1.0,209950.0
1370,7,1370,1370,1.5,468000.0
1360,7,1360,2240,1.75,237100.0
2530,8,2530,2220,2.5,336000.0
1680,7,1680,2540,2.0,500000.0
1580,7,1580,1580,2.5,290000.0
3890,9,2840,2870,3.5,1185000.0
1600,7,1600,1190,2.0,365000.0
1200,6,1200,1200,1.0,146300.0
1760,8,1760,2090,1.75,554000.0
1670,7,1170,1500,2.0,424000.0
4640,10,3210,3810,3.5,1348000.0
1800,7,1800,1420,1.5,508500.0
1210,7,1210,1510,1.75,244500.0
1280,7,1280,1460,2.5,206000.0
1650,8,1650,1730,2.0,643500.0
1590,7,1590,1610,1.75,372500.0
1900,8,1720,1770,2.0,630000.0
1500,8,1500,2080,2.5,418000.0
2689,9,2689,2665,2.5,425000.0
3250,9,3250,3920,2.75,800000.0
960,7,960,1630,1.0,208000.0
1650,7,1650,2040,1.75,476000.0
1690,8,1690,2550,2.5,277500.0
2790,8,1410,1900,1.75,478000.0
2310,8,2310,2270,2.75,890000.0
1790,8,1390,1560,3.5,450000.0
1230,6,1230,1230,1.0,205000.0
1620,8,1620,1470,2.0,665000.0
2440,8,1440,2030,2.75,518000.0
2100,8,2100,1780,2.25,465000.0
3040,7,3040,2760,2.5,330000.0
2490,7,2490,2470,3.0,449400.0
2690,9,2690,1440,2.75,829000.0
2190,8,2190,2040,1.75,450000.0
1490,7,1490,1340,1.75,310000.0
2530,9,2530,3110,2.25,615000.0
2060,8,1120,1500,2.0,605000.0
1970,9,1970,2340,2.25,437500.0
1400,7,1400,1050,1.75,545000.0
3680,10,2390,3570,2.5,770000.0
3000,8,3000,2270,2.25,600000.0
1440,7,1440,1850,1.0,560000.0
7730,12,6660,2660,5.75,1920000.0
1170,7,1170,1590,1.0,457000.0
1770,6,1520,1060,1.0,585000.0
1860,8,1860,1960,2.0,560000.0
770,5,770,1550,1.0,345000.0
3820,8,2440,2520,3.5,550000.0
3190,10,3190,3400,2.5,589950.0
1320,7,1320,1730,1.5,327000.0
1730,7,1730,1400,2.25,800000.0
1010,6,1010,2020,1.0,150000.0
1140,8,1140,1290,2.5,425000.0
860,7,860,1360,1.0,350000.0
1540,6,1540,1540,1.75,273000.0
2160,8,1080,2780,2.25,750000.0
1450,7,1450,1460,1.5,240000.0
1830,8,1830,1990,1.75,400000.0
1630,7,980,1440,1.5,230000.0
2500,8,2500,2360,2.5,372000.0
1470,7,1030,1100,1.75,459500.0
2380,8,2380,2450,2.5,582000.0
2170,7,1420,1710,2.5,465000.0
2120,9,2120,2660,2.0,386000.0
1530,8,1530,1530,2.5,546000.0
2710,7,2060,1690,1.75,278000.0
2860,8,2860,2650,2.5,540000.0
2800,7,2800,1600,1.75,529000.0
1120,7,1120,1370,1.0,554000.0
1730,7,1430,1820,1.0,210000.0
1010,6,1010,980,1.0,225000.0
2350,9,2350,2590,2.5,561600.0
2860,7,2860,1390,5.25,300000.0
4285,10,3485,2960,3.5,1650000.0
4060,10,4060,4020,3.75,1017100.0
1310,7,960,1310,1.0,150000.0
2320,7,1400,1420,1.75,400950.0
2210,9,2210,2330,2.25,620000.0
2090,8,1680,1990,2.75,449000.0
2240,7,1250,1380,2.5,630000.0
1180,6,1180,1180,1.0,336000.0
1560,7,1560,2460,1.75,299950.0
1970,8,1350,1980,2.0,352500.0
840,6,840,1480,1.0,150000.0
840,6,840,1480,1.0,175000.0
1830,8,1830,2490,2.0,305000.0
4475,12,2659,4340,3.75,2574000.0
1800,7,1200,1580,1.5,607500.0
1250,7,950,1290,1.0,505000.0
2440,7,1220,1650,1.75,280500.0
2910,10,2910,2680,2.5,610000.0
3060,8,3060,2590,2.75,381000.0
2230,8,1320,2080,2.25,482000.0
1270,7,1270,1480,1.0,379950.0
4300,11,4300,3070,4.5,2500000.0
1580,7,1180,1580,2.25,425000.0
2570,8,2570,2390,2.25,580000.0
860,7,860,1740,1.0,605000.0
820,8,760,1770,1.0,194000.0
2090,8,2090,1850,2.25,546200.0
3560,10,2560,3100,3.5,1395000.0
1860,7,1240,1940,1.75,315000.0
900,6,900,1000,1.5,465000.0
1160,6,580,1160,1.0,330000.0
3100,10,3100,3140,2.75,795000.0
2300,7,1280,1640,2.25,265000.0
3110,11,2040,3110,2.5,1300000.0
1130,6,1130,1190,1.0,126500.0
2920,9,2920,3020,2.5,760000.0
1230,9,1050,1100,1.25,540000.0
2190,7,1370,2280,2.75,446000.0
850,6,850,900,0.75,170000.0
1500,7,1000,1840,2.5,379000.0
4620,11,3870,2710,4.0,1400000.0
3150,9,3150,3200,2.75,800000.0
1300,7,1300,1260,1.0,260000.0
3160,7,1580,2440,2.5,820000.0
2070,7,2070,1820,1.75,449950.0
1790,7,1220,2040,2.25,392000.0
1650,8,1650,1650,2.5,465000.0
2070,7,1230,1770,2.5,449950.0
1580,7,1180,1580,1.5,520000.0
2170,8,1420,2390,2.25,546800.0
2220,7,1560,2500,2.75,825000.0
1440,7,1440,1950,1.75,337000.0
720,6,720,1200,1.0,333000.0
1120,8,760,1120,2.0,380000.0
1970,8,1970,1970,2.5,280000.0
1420,6,1420,1090,1.5,202000.0
2250,8,2250,2290,2.5,585000.0
2630,8,1330,1900,2.0,435000.0
4740,11,4740,2120,3.5,1200000.0
1280,7,1280,1250,2.25,364000.0
1260,6,1260,2100,1.0,300000.0
1930,8,1930,1670,1.75,558000.0
1048,7,1048,950,1.5,199950.0
1640,8,1640,2110,2.25,515000.0
2380,8,2380,1370,2.5,590000.0
2530,8,2220,2500,2.0,813500.0
2700,8,2700,1540,2.5,725000.0
2330,8,2330,2050,2.25,490000.0
2160,7,2160,1970,2.25,277000.0
1470,7,1470,1810,1.5,325000.0
2280,8,2280,1660,2.5,649800.0
1280,7,1280,1320,1.0,425000.0
850,7,850,980,1.0,460000.0
4610,9,4610,2900,3.25,750000.0
2690,8,1790,2670,2.5,469000.0
2440,8,1340,2170,1.75,566000.0
1930,8,1930,2290,2.5,407500.0
800,6,800,1470,1.0,353500.0
2430,8,2430,2800,2.25,524000.0
1990,7,1990,1500,2.5,264950.0
2550,9,2550,2550,2.5,547500.0
1370,7,1370,1400,2.25,264500.0
2020,7,1020,1670,2.0,507500.0
1560,8,1180,1550,3.5,560000.0
5610,11,4090,3860,4.0,995000.0
3560,9,3560,2130,2.0,835000.0
2120,8,1220,1620,1.5,440000.0
2920,8,1460,2380,2.5,1015000.0
1340,7,1340,2550,1.0,300000.0
1230,6,1230,1230,1.0,125000.0
2840,10,1920,1300,3.5,986000.0
2080,7,1680,1270,2.5,315000.0
2070,7,2070,2130,2.5,320000.0
4010,11,4010,3980,3.25,972000.0
2190,7,1540,2880,2.5,760000.0
1730,6,1730,1500,3.0,265000.0
1250,7,1250,1180,1.0,355000.0
1300,6,1300,1210,1.0,300000.0
2080,7,1460,1840,2.5,474950.0
2180,7,2180,1880,2.0,470000.0
1630,7,1630,1880,1.0,437500.0
1840,8,1040,1290,1.5,520000.0
1370,6,1370,1330,1.0,237600.0
950,8,950,1080,1.0,162950.0
1690,8,1690,1270,1.75,457000.0
1780,8,1210,2310,2.5,635000.0
2840,8,2060,1840,3.0,735000.0
2000,9,2000,2510,2.5,910000.0
1570,8,1290,1570,3.25,346500.0
2370,9,1630,2440,2.5,655000.0
1610,7,1610,2220,1.75,425000.0
1300,6,1300,1300,1.0,137000.0
2620,9,2620,2560,2.5,557500.0
3060,8,3060,2090,2.25,415000.0
2780,9,2780,2740,2.25,830000.0
4270,11,4270,3760,3.0,949000.0
1310,7,1310,1010,1.0,420000.0
1100,7,1100,1920,1.0,353000.0
1480,8,1480,1480,1.75,560000.0
1270,8,1270,1320,2.5,445700.0
1270,7,1270,1300,1.0,226000.0
890,7,890,1270,1.0,358000.0
1480,7,740,1600,1.75,501000.0
3240,9,1840,2290,2.5,609000.0
4280,10,3050,2820,3.25,734950.0
3210,8,1830,2450,2.5,725000.0
1870,7,1390,1830,2.25,350500.0
3990,8,1990,2090,2.5,610000.0
1160,7,910,1220,1.0,605125.0
2940,9,2940,3410,2.25,1388000.0
1850,8,1850,2390,2.25,550000.0
1060,7,760,1060,1.75,335000.0
1100,7,1100,1510,2.0,397000.0
1190,7,1190,1700,2.0,240000.0
1030,7,1030,1300,2.0,240000.0
1140,7,1140,2140,1.5,262500.0
2260,7,1200,1950,1.5,440000.0
1140,6,1140,1140,1.0,160000.0
1860,7,1860,1800,1.0,427000.0
4080,9,4080,3920,3.5,920000.0
3280,10,2180,3240,2.5,2300000.0
2870,9,2870,2700,2.5,480000.0
2300,9,1960,2840,1.75,615000.0
2230,7,1290,1650,2.0,736500.0
1920,8,1600,1650,2.5,542500.0
700,6,700,1040,1.0,191000.0
2740,8,2740,2310,2.5,730000.0
3440,9,3440,2822,2.25,1225000.0
650,5,650,1630,1.0,129000.0
1500,7,1500,1500,1.5,284000.0
2490,9,2490,2710,2.5,645000.0
1330,7,1330,1500,1.5,218000.0
3190,8,2120,2550,3.5,675000.0
